ReviewId,OwnerId,CreatedOn,NumberOfPatches,LastUpdatedOn,Project,Branch,SubmitType,Status,Elasped time in hours,Number of approvals,Net approval score,Average approval score ,Number of comments,Date of last comment,Date of first comment,Comment Span in Hours,Number of total reviews owned by owner,Number of total approvals given by owner,Number of comments by owner on this review,Number of total comments by owner across all reviews,"Number of reviews of owner which have a status = ""merged""",What is the average approval score of the owner
21725,1000835,3/11/2011 4:24,5,3/17/2011 19:09,kernel/common,refs/heads/android-2.6.36,FAST_FORWARD_ONLY,merged,158.75,8,2,0.25,23,3/17/2011 19:09,3/11/2011 7:33,99.9999,8,22,14,282,3,0.1818
21726,1005648,3/11/2011 5:57,2,3/15/2011 21:38,kernel/common,refs/heads/android-2.6.38,FAST_FORWARD_ONLY,merged,111.6833,3,4,1.3333,11,3/15/2011 21:38,3/11/2011 6:00,99.9999,4,1,5,10,1,1
21727,1002915,3/11/2011 6:51,1,3/11/2011 23:09,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,16.3,2,2,1,2,3/11/2011 23:09,3/11/2011 23:09,0,57,39,NULL,156,27,0.0513
21728,1003209,3/11/2011 8:10,2,3/15/2011 6:04,platform/cts,refs/heads/master,MERGE_ALWAYS,Abandoned,93.8833,6,-1,-0.1667,9,3/15/2011 6:04,3/11/2011 8:11,94.55,6,9,6,24,3,0.8889
21729,1005118,3/11/2011 8:28,1,5/5/2012 0:20,platform/external/icu4c,refs/heads/froyo,MERGE_ALWAYS,Abandoned,838.9833,2,-2,-1,4,5/5/2012 0:20,3/11/2011 8:53,99.9999,29,4,2,5,4,0
21730,1000411,3/11/2011 12:42,1,3/11/2011 12:42,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,3/11/2011 12:42,3/11/2011 12:42,0,505,2123,2,4429,459,0.8587
21731,1000411,3/11/2011 12:48,1,3/11/2011 12:49,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,3/11/2011 12:49,3/11/2011 12:49,0,505,2123,2,4429,459,0.8587
21732,1000411,3/11/2011 13:13,1,3/11/2011 13:13,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,3/11/2011 13:13,3/11/2011 13:13,0,505,2123,2,4429,459,0.8587
21733,1000411,3/11/2011 13:40,1,3/11/2011 17:32,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,3.8667,4,4,1,3,3/11/2011 17:32,3/11/2011 17:24,0,505,2123,2,4429,459,0.8587
21734,1000411,3/11/2011 13:43,1,3/11/2011 17:32,platform/development,refs/heads/master,MERGE_ALWAYS,merged,3.8167,3,2,0.6667,2,3/11/2011 17:32,3/11/2011 17:32,0,505,2123,2,4429,459,0.8587
21735,1000411,3/11/2011 13:48,1,3/11/2011 17:42,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,3.9,3,2,0.6667,7,3/11/2011 17:42,3/11/2011 17:33,0,505,2123,2,4429,459,0.8587
21736,1000411,3/11/2011 13:52,1,3/11/2011 17:31,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,3.65,4,4,1,3,3/11/2011 17:31,3/11/2011 17:23,0,505,2123,2,4429,459,0.8587
21737,1000411,3/11/2011 15:35,1,3/14/2011 16:41,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,73.0833,4,8,2,5,3/14/2011 16:41,3/11/2011 18:58,70.15,505,2123,2,4429,459,0.8587
21738,1000411,3/11/2011 15:40,1,3/14/2011 16:42,platform/development,refs/heads/master,MERGE_ALWAYS,merged,73.0167,4,6,1.5,6,3/14/2011 16:42,3/11/2011 18:58,70.15,505,2123,3,4429,459,0.8587
21739,1000319,3/11/2011 16:41,1,5/5/2012 0:26,platform/external/fsck_msdos,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,2,5/5/2012 0:26,4/20/2011 14:55,99.9999,129,78,NULL,170,25,0.0128
21740,1000319,3/11/2011 16:47,1,5/5/2012 0:20,platform/packages/apps/Stk,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:20,5/5/2012 0:20,0,129,78,NULL,170,25,0.0128
21741,1004689,3/11/2011 16:59,3,3/12/2011 0:05,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,7.0833,3,3,1,8,3/12/2011 0:05,3/11/2011 17:00,7.1167,959,1871,6,5093,932,1.0866
21742,1004669,3/11/2011 17:14,1,4/4/2011 23:57,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,582.7167,1,2,2,3,4/4/2011 23:57,3/18/2011 22:24,99.9999,19,17,NULL,55,15,0
21743,1000835,3/11/2011 19:30,1,3/11/2011 19:31,kernel/common,refs/heads/android-2.6.36,FAST_FORWARD_ONLY,Abandoned,0.0167,NULL,NULL,NULL,1,3/11/2011 19:31,3/11/2011 19:31,0,8,22,1,282,3,0.1818
21744,1000319,3/11/2011 21:35,1,5/5/2012 0:20,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:20,5/5/2012 0:20,0,129,78,NULL,170,25,0.0128
21745,1000319,3/11/2011 22:08,1,5/5/2012 0:20,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:20,5/5/2012 0:20,0,129,78,NULL,170,25,0.0128
21746,1003566,3/11/2011 22:25,1,3/11/2011 22:26,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,0.0167,1,2,2,2,3/11/2011 22:26,3/11/2011 22:26,0,371,653,2,1668,333,1.2328
21747,1000319,3/11/2011 22:26,1,5/5/2012 0:20,platform/hardware/libhardware_legacy,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:20,5/5/2012 0:20,0,129,78,NULL,170,25,0.0128
21748,1000319,3/11/2011 22:33,1,5/5/2012 0:20,platform/hardware/libhardware_legacy,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:20,5/5/2012 0:20,0,129,78,NULL,170,25,0.0128
21749,1000319,3/11/2011 22:40,1,5/5/2012 0:20,platform/packages/apps/Stk,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:20,5/5/2012 0:20,0,129,78,NULL,170,25,0.0128
21750,1000319,3/11/2011 23:09,2,5/5/2012 0:19,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,3,5/5/2012 0:19,3/11/2011 23:16,99.9999,129,78,2,170,25,0.0128
21751,1000319,3/11/2011 23:14,1,5/5/2012 0:20,platform/packages/apps/Stk,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,2,5/5/2012 0:20,3/11/2011 23:15,99.9999,129,78,1,170,25,0.0128
21752,1003566,3/12/2011 0:53,2,3/12/2011 1:14,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,0.3333,3,2,0.6667,7,3/12/2011 1:14,3/12/2011 0:57,0,371,653,4,1668,333,1.2328
21754,1000319,3/12/2011 11:58,1,5/5/2012 0:19,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:19,5/5/2012 0:19,0,129,78,NULL,170,25,0.0128
21755,1000411,3/12/2011 12:07,1,3/14/2011 23:49,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,59.7,3,2,0.6667,3,3/14/2011 23:49,3/14/2011 20:15,3.05,505,2123,2,4429,459,0.8587
21756,1000319,3/12/2011 12:12,1,5/5/2012 0:19,platform/packages/apps/Stk,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,2,5/5/2012 0:19,3/12/2011 12:16,99.9999,129,78,1,170,25,0.0128
21757,1000411,3/12/2011 12:21,2,3/15/2011 10:31,platform/build,refs/heads/master,MERGE_ALWAYS,merged,70.1667,5,4,0.8,7,3/15/2011 10:31,3/13/2011 20:20,38.6333,505,2123,3,4429,459,0.8587
21758,1003498,3/12/2011 21:18,1,3/12/2011 21:21,toolchain/build,refs/heads/master,MERGE_IF_NECESSARY,Abandoned,0.05,2,2,1,5,3/12/2011 21:21,3/12/2011 21:19,0,12,110,3,83,11,0.4364
21759,1003498,3/12/2011 22:02,1,3/12/2011 22:09,toolchain/build,refs/heads/master,MERGE_IF_NECESSARY,merged,0.1,2,2,1,2,3/12/2011 22:09,3/12/2011 22:09,0,12,110,2,83,11,0.4364
21760,1005886,3/13/2011 12:01,1,5/5/2012 0:19,platform/hardware/qcom/media,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,5/5/2012 0:19,5/5/2012 0:19,0,3,NULL,NULL,NULL,NULL,NULL
21761,1005105,3/13/2011 17:17,3,3/15/2011 20:32,toolchain/build,refs/heads/master,MERGE_IF_NECESSARY,merged,51.2333,5,3,0.6,11,3/15/2011 20:32,3/14/2011 16:43,27.45,6,11,4,19,2,0.1818
21762,1003498,3/14/2011 3:56,1,3/14/2011 4:02,toolchain/build,refs/heads/master,MERGE_IF_NECESSARY,merged,0.1,2,2,1,2,3/14/2011 4:02,3/14/2011 4:02,0,12,110,2,83,11,0.4364
21763,1002915,3/14/2011 5:16,1,3/14/2011 19:44,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,14.45,2,2,1,2,3/14/2011 19:44,3/14/2011 19:44,0,57,39,NULL,156,27,0.0513
21764,1005118,3/14/2011 6:04,1,5/24/2012 17:29,platform/cts,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,9,5/24/2012 17:29,3/14/2011 20:12,99.9999,29,4,NULL,5,4,0
21765,1003209,3/14/2011 7:25,1,3/14/2011 18:52,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,11.45,7,3,0.4286,3,3/14/2011 18:52,3/14/2011 7:28,11.1833,6,9,1,24,3,0.8889
21766,1005903,3/14/2011 9:41,1,6/11/2012 18:31,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,7,1,0.1429,5,6/11/2012 18:31,5/31/2011 5:36,99.9999,1,NULL,NULL,NULL,NULL,NULL
21767,1002951,3/14/2011 9:54,1,3/14/2011 19:23,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,9.4667,1,2,2,2,3/14/2011 19:23,3/14/2011 19:23,0,644,352,NULL,1414,318,0.0227
21776,1003566,3/14/2011 23:43,1,3/14/2011 23:53,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,0.15,2,3,1.5,3,3/14/2011 23:53,3/14/2011 23:47,0,371,653,2,1668,333,1.2328
21777,1005146,3/15/2011 0:03,1,5/5/2012 0:19,platform/packages/experimental,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,2,5/5/2012 0:19,5/5/2012 0:19,0,14,14,NULL,58,1,0
21778,1005146,3/15/2011 0:11,1,5/5/2012 0:19,platform/packages/experimental,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,1,5/5/2012 0:19,5/5/2012 0:19,0,14,14,NULL,58,1,0
21779,1003566,3/15/2011 0:37,1,3/15/2011 0:39,platform/cts,refs/heads/froyo,MERGE_ALWAYS,Abandoned,0.0167,1,0,0,1,3/15/2011 0:39,3/15/2011 0:39,0,371,653,1,1668,333,1.2328
21780,1005118,3/15/2011 1:37,1,4/29/2011 16:59,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,838.9833,4,4,1,6,4/29/2011 16:59,3/15/2011 1:38,99.9999,29,4,NULL,5,4,0
21781,1001872,3/15/2011 1:51,1,5/5/2012 0:19,device/samsung/crespo,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,1,1,2,5/5/2012 0:19,3/15/2011 1:59,99.9999,76,47,NULL,80,25,0
21782,1001872,3/15/2011 3:29,1,5/5/2012 0:17,platform/external/quake,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,4,1.3333,5,5/5/2012 0:17,3/15/2011 3:31,99.9999,76,47,NULL,80,25,0
21783,1005105,3/15/2011 4:06,1,3/15/2011 4:09,toolchain/build,refs/heads/master,MERGE_IF_NECESSARY,Abandoned,0.0333,NULL,NULL,NULL,1,3/15/2011 4:09,3/15/2011 4:09,0,6,11,1,19,2,0.1818
21784,1003209,3/15/2011 10:44,1,3/17/2011 18:29,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,55.7333,6,3,0.5,7,3/17/2011 18:29,3/15/2011 10:45,55.9167,6,9,2,24,3,0.8889
21785,1000411,3/15/2011 13:42,1,3/15/2011 14:45,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,1.0333,2,2,1,2,3/15/2011 14:45,3/15/2011 14:45,0,505,2123,2,4429,459,0.8587
21786,1005886,3/15/2011 14:24,1,5/5/2012 0:17,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,5/5/2012 0:17,5/5/2012 0:17,0,3,NULL,NULL,NULL,NULL,NULL
21787,1000411,3/15/2011 14:44,2,3/16/2011 11:06,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,20.35,2,2,1,5,3/16/2011 11:06,3/15/2011 22:15,12.2,505,2123,4,4429,459,0.8587
21789,1000411,3/15/2011 15:31,1,3/15/2011 19:30,platform/development,refs/heads/master,MERGE_ALWAYS,merged,3.9667,4,3,0.75,3,3/15/2011 19:30,3/15/2011 18:54,0,505,2123,2,4429,459,0.8587
21790,1004689,3/15/2011 18:07,2,3/17/2011 19:42,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,49.5833,3,2,0.6667,4,3/17/2011 19:42,3/15/2011 18:08,49.8167,959,1871,3,5093,932,1.0866
21791,1004689,3/15/2011 18:37,1,3/15/2011 19:05,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0.4667,3,2,0.6667,3,3/15/2011 19:05,3/15/2011 18:37,0,959,1871,2,5093,932,1.0866
21792,1000411,3/15/2011 22:10,1,3/15/2011 22:11,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,0,5,2,0.4,3,3/15/2011 22:11,3/15/2011 22:11,0,505,2123,3,4429,459,0.8587
21793,1000411,3/15/2011 22:10,1,3/16/2011 11:03,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,12.8667,3,4,1.3333,3,3/16/2011 11:03,3/15/2011 23:43,11.1833,505,2123,2,4429,459,0.8587
21794,1001414,3/15/2011 23:34,2,3/18/2011 2:01,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,50.45,3,2,0.6667,11,3/18/2011 2:01,3/15/2011 23:34,50.8333,861,3165,6,5964,837,0.8619
21795,1001100,3/15/2011 23:37,4,3/21/2011 20:28,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,140.8333,3,2,0.6667,10,3/21/2011 20:28,3/17/2011 6:06,99.9999,709,2208,7,4177,667,0.5616
21796,1004689,3/15/2011 23:42,2,3/17/2011 20:35,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,44.8667,3,2,0.6667,12,3/17/2011 20:35,3/15/2011 23:45,44.7333,959,1871,5,5093,932,1.0866
21797,1005317,3/15/2011 23:49,1,3/25/2011 20:16,platform/cts,refs/heads/froyo,MERGE_ALWAYS,Abandoned,236.45,2,-1,-0.5,4,3/25/2011 20:16,3/15/2011 23:51,99.9999,7,12,3,15,1,0
21798,1005317,3/15/2011 23:50,1,3/25/2011 20:18,platform/frameworks/base,refs/heads/froyo,MERGE_ALWAYS,Abandoned,236.4667,2,-1,-0.5,6,3/25/2011 20:18,3/15/2011 23:50,99.9999,7,12,2,15,1,0
21799,1003763,3/16/2011 0:09,1,5/5/2012 0:17,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,5/5/2012 0:17,5/5/2012 0:17,0,81,424,NULL,468,72,0.6297
21800,1003763,3/16/2011 0:16,1,5/5/2012 0:17,platform/development,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,5/5/2012 0:17,5/5/2012 0:17,0,81,424,NULL,468,72,0.6297
21801,1003763,3/16/2011 0:22,2,5/5/2012 0:16,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,2,5/5/2012 0:16,3/17/2011 13:50,99.9999,81,424,1,468,72,0.6297
21802,1003566,3/16/2011 0:58,2,3/18/2011 21:55,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,68.9333,6,4,0.6667,15,3/18/2011 21:55,3/16/2011 17:28,52.8667,371,653,8,1668,333,1.2328
21803,1001861,3/16/2011 2:09,1,6/20/2012 13:55,kernel/omap,refs/heads/linux-omap-2.6.38,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,4,6/20/2012 13:55,3/16/2011 2:11,99.9999,31,73,1,100,13,0.137
21804,1004277,3/16/2011 3:45,1,3/16/2011 20:13,kernel/msm,refs/heads/android-msm-2.6.35,FAST_FORWARD_ONLY,merged,16.4667,3,4,1.3333,4,3/16/2011 20:13,3/16/2011 18:15,1.0167,496,233,3,1238,108,1.176
21805,1005955,3/16/2011 7:14,1,5/5/2012 0:17,platform/packages/apps/Contacts,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,1,0.3333,3,5/5/2012 0:17,3/16/2011 21:30,99.9999,3,1,1,1,NULL,1
21807,1005541,3/16/2011 11:40,2,3/18/2011 22:05,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,58.4167,2,2,1,3,3/18/2011 22:05,3/16/2011 22:10,47.7833,10,2,NULL,2,5,0
21809,1005670,3/16/2011 12:35,1,3/16/2011 12:36,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0.0167,3,2,0.6667,2,3/16/2011 12:36,3/16/2011 12:36,0,39,38,NULL,61,31,0.0263
21810,1005670,3/16/2011 13:59,1,3/16/2011 14:55,platform/development,refs/heads/master,MERGE_ALWAYS,merged,0.9333,3,2,0.6667,2,3/16/2011 14:55,3/16/2011 14:55,0,39,38,NULL,61,31,0.0263
21811,1005670,3/16/2011 14:07,1,3/28/2011 20:10,platform/development,refs/heads/master,MERGE_ALWAYS,Abandoned,294.05,4,-1,-0.25,26,3/28/2011 20:10,3/23/2011 18:28,99.9999,39,38,13,61,31,0.0263
21812,1002670,3/16/2011 14:41,2,5/4/2012 23:55,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,2,5/4/2012 23:55,6/19/2011 20:03,99.9999,54,35,1,188,7,0.1429
21813,1002670,3/16/2011 14:41,2,5/4/2012 23:55,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,2,5/4/2012 23:55,6/19/2011 20:03,99.9999,54,35,1,188,7,0.1429
21814,1002670,3/16/2011 14:41,1,6/19/2011 18:41,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,6/19/2011 18:41,6/19/2011 18:41,0,54,35,1,188,7,0.1429
21815,1002670,3/16/2011 14:41,1,6/19/2011 18:42,platform/external/clearsilver,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,6/19/2011 18:42,6/19/2011 18:42,0,54,35,1,188,7,0.1429
21816,1002670,3/16/2011 14:41,2,5/4/2012 23:55,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,2,5/4/2012 23:55,6/19/2011 20:04,99.9999,54,35,1,188,7,0.1429
21817,1002670,3/16/2011 14:41,2,5/4/2012 23:55,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,2,5/4/2012 23:55,6/19/2011 20:04,99.9999,54,35,1,188,7,0.1429
21818,1002670,3/16/2011 14:41,1,6/19/2011 18:43,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,6/19/2011 18:43,6/19/2011 18:43,0,54,35,1,188,7,0.1429
21819,1002670,3/16/2011 14:41,5,5/4/2012 23:47,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,8,5/4/2012 23:47,3/16/2011 14:56,99.9999,54,35,5,188,7,0.1429
21827,1005969,3/16/2011 19:26,1,3/16/2011 20:36,kernel/tegra,refs/heads/android-tegra-2.6.36,FAST_FORWARD_ONLY,Abandoned,1.1667,4,0,0,2,3/16/2011 20:36,3/16/2011 19:28,1.0167,2,1,2,3,NULL,0
21828,1005969,3/16/2011 20:45,1,6/19/2012 21:17,kernel/tegra,refs/heads/linux-tegra-2.6.36,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,3,6/19/2012 21:17,3/16/2011 20:46,99.9999,2,1,1,3,NULL,0
21829,1000319,3/16/2011 20:57,1,8/27/2012 16:51,platform/development,refs/heads/master,MERGE_ALWAYS,Open,838.9833,9,0,0,4,8/27/2012 16:51,3/16/2011 21:02,99.9999,129,78,1,170,25,0.0128
21830,1003498,3/16/2011 21:59,1,3/16/2011 23:17,toolchain/gcc,refs/heads/master,MERGE_IF_NECESSARY,merged,1.2833,3,2,0.6667,2,3/16/2011 23:17,3/16/2011 23:17,0,12,110,2,83,11,0.4364
21831,1001100,3/16/2011 22:24,2,3/17/2011 21:04,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,22.6667,3,2,0.6667,9,3/17/2011 21:04,3/16/2011 22:24,22.3667,709,2208,5,4177,667,0.5616
21832,1001100,3/16/2011 22:31,2,3/17/2011 20:43,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,22.2,3,2,0.6667,6,3/17/2011 20:43,3/16/2011 22:31,22.3667,709,2208,4,4177,667,0.5616
21834,1002706,3/16/2011 22:54,1,3/17/2011 1:10,platform/cts,refs/heads/master,MERGE_ALWAYS,Abandoned,2.2667,4,0,0,8,3/17/2011 1:10,3/16/2011 22:55,2.0333,1,4,4,4,NULL,0.25
21835,1002751,3/17/2011 0:01,2,3/22/2011 18:25,kernel/tegra,refs/heads/linux-tegra-2.6.36,FAST_FORWARD_ONLY,merged,138.4,7,2,0.2857,6,3/22/2011 18:25,3/17/2011 6:14,99.9999,608,1237,3,3054,469,0.9709
21836,1002751,3/17/2011 0:01,2,3/22/2011 18:26,kernel/tegra,refs/heads/linux-tegra-2.6.36,FAST_FORWARD_ONLY,merged,138.4,7,2,0.2857,5,3/22/2011 18:26,3/17/2011 6:53,99.9999,608,1237,3,3054,469,0.9709
21837,1003566,3/17/2011 0:02,1,3/17/2011 0:03,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0,2,2,1,2,3/17/2011 0:03,3/17/2011 0:03,0,371,653,2,1668,333,1.2328
21838,1003763,3/17/2011 1:32,1,5/5/2012 0:17,platform/sdk,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,1,5/5/2012 0:17,5/5/2012 0:17,0,81,424,NULL,468,72,0.6297
21839,1005962,3/17/2011 4:08,1,5/5/2012 0:17,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,3,5/5/2012 0:17,3/17/2011 5:23,99.9999,2,1,1,1,1,0
21840,1005648,3/17/2011 4:45,2,6/19/2012 21:39,kernel/common,refs/heads/android-2.6.35,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,4,6/19/2012 21:39,3/17/2011 5:05,99.9999,4,1,3,10,1,1
21841,1005648,3/17/2011 5:38,1,6/19/2012 21:39,kernel/common,refs/heads/android-2.6.37,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,2,6/19/2012 21:39,3/17/2011 5:46,99.9999,4,1,1,10,1,1
21842,1005648,3/17/2011 5:44,1,6/19/2012 21:39,kernel/common,refs/heads/android-2.6.36,FAST_FORWARD_ONLY,Abandoned,838.9833,NULL,NULL,NULL,2,6/19/2012 21:39,3/17/2011 5:47,99.9999,4,1,1,10,1,1
21843,1005979,3/17/2011 8:00,1,5/5/2012 0:16,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,-2,-2,4,5/5/2012 0:16,3/18/2011 2:51,99.9999,1,NULL,NULL,NULL,NULL,NULL
21844,1003957,3/17/2011 8:03,1,6/2/2011 22:29,kernel/common,refs/heads/android-2.6.36,FAST_FORWARD_ONLY,Abandoned,838.9833,3,1,0.3333,10,6/2/2011 22:29,3/18/2011 22:20,99.9999,19,246,4,464,9,0.2398
21845,1003957,3/17/2011 8:03,1,6/2/2011 22:30,kernel/common,refs/heads/android-2.6.36,FAST_FORWARD_ONLY,Abandoned,838.9833,3,1,0.3333,7,6/2/2011 22:30,3/18/2011 22:49,99.9999,19,246,3,464,9,0.2398
21846,1003957,3/17/2011 8:03,1,6/2/2011 22:30,kernel/common,refs/heads/android-2.6.36,FAST_FORWARD_ONLY,Abandoned,838.9833,3,1,0.3333,3,6/2/2011 22:30,3/18/2011 21:54,99.9999,19,246,1,464,9,0.2398
21847,1005976,3/17/2011 8:18,3,5/24/2012 17:28,platform/cts,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,1,0,0,5,5/24/2012 17:28,3/17/2011 8:24,99.9999,6,3,1,8,NULL,0.3333
21849,1003566,3/17/2011 18:45,1,3/17/2011 19:06,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0.3333,4,3,0.75,4,3/17/2011 19:06,3/17/2011 18:57,0,371,653,3,1668,333,1.2328
21850,1003566,3/17/2011 18:50,1,3/17/2011 18:54,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0.05,1,2,2,2,3/17/2011 18:54,3/17/2011 18:54,0,371,653,2,1668,333,1.2328
21851,1003566,3/17/2011 19:22,1,3/17/2011 19:23,platform/cts,refs/heads/froyo,MERGE_ALWAYS,merged,0,4,2,0.5,2,3/17/2011 19:23,3/17/2011 19:23,0,371,653,2,1668,333,1.2328
21852,1003902,3/17/2011 22:04,1,5/5/2012 0:31,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,NULL,NULL,NULL,3,5/5/2012 0:31,4/12/2011 7:44,99.9999,72,161,NULL,399,40,0.0435
21853,1004689,3/17/2011 22:39,5,3/21/2011 18:23,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,91.7167,3,2,0.6667,12,3/21/2011 18:23,3/17/2011 22:40,92.5167,959,1871,10,5093,932,1.0866
21854,1004689,3/17/2011 22:40,2,3/18/2011 0:56,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,2.2667,3,2,0.6667,7,3/18/2011 0:56,3/17/2011 22:40,2.0333,959,1871,5,5093,932,1.0866
21855,1000411,3/17/2011 23:03,1,3/18/2011 0:04,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,merged,1.0167,3,2,0.6667,3,3/18/2011 0:04,3/17/2011 23:45,0,505,2123,2,4429,459,0.8587
21856,1003566,3/17/2011 23:31,1,3/18/2011 22:42,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,23.1667,3,5,1.6667,6,3/18/2011 22:42,3/18/2011 22:09,0,371,653,4,1668,333,1.2328
21857,1003566,3/17/2011 23:54,1,3/18/2011 22:19,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,22.4167,2,4,2,3,3/18/2011 22:19,3/18/2011 19:48,2.0333,371,653,2,1668,333,1.2328
21858,1003566,3/18/2011 0:12,1,3/18/2011 22:29,platform/cts,refs/heads/gingerbread,MERGE_ALWAYS,merged,22.2667,2,4,2,4,3/18/2011 22:29,3/18/2011 19:48,2.0333,371,653,3,1668,333,1.2328
